"author_id","author_name","orcid","h_index_current","total_citations","total_papers","primary_institution_id","country","years_active","is_prolific","has_institution"
"A5101892536","Hyeji Kim","0000-0002-8318-1868","12","552","59","I146429904","KR","22","False","True"
"A5119271918","Xinqiao Zhao","0000-0002-9087-008X","4","322","4","I69356397","CN","6","False","True"
"A5084837129","Iman Akour","0000-0002-6914-2213","26","4168","80","I29891158","AE","23","False","True"
"A5100750907","Wei Han","0000-0002-4201-9645","17","4479","37","","","24","False","False"
"A5000759766","Praveen K. Kopalle","0000-0002-2430-2228","36","7205","100","I107672454","US","34","False","True"
"A5078822681","Yandong Yang","0000-0003-3055-623X","11","967","60","I3125743391","CN","22","False","True"
"A2925721461","Michael Y.-S. Fang","","1","166","1","","","1","False","False"
"A5048134047","Dmitry A. Duev","0000-0001-5060-8733","32","5946","171","I122411786","US","16","True","True"
"A5069418475","Christian Heipke","0000-0002-7007-9549","38","6536","360","","","36","False","False"
"A5007987858","Shuihua Wang‎","0000-0003-4713-2791","84","22575","456","I146655781","GB","29","True","True"
"A5062656355","Laiyi Fu","0000-0001-9086-3982","10","687","40","I4210108865","CN","13","False","True"
"A2263523439","Ryan Marcus","0000-0002-1279-1124","1","35","2","","","1","False","False"
"A5026158058","Chan Soo Ha","0000-0003-3314-2657","12","1147","16","I859038795","US","9","False","True"
"A5010711448","Valentin Aranha dos Santos","","16","1282","38","I4210110056","PT","11","False","True"
"A5059843828","Madhuri Panwar","0000-0003-4763-0707","10","1040","13","I65181880","IN","6","False","True"
"A5067167924","Lanqin Zheng","0000-0001-9378-5027","26","2314","112","I25254941","CN","30","False","True"
"A5100657627","Lei Han","0000-0002-6141-4595","14","991","113","I59028903","CN","21","False","True"
"A5046135185","Zhan Ban","0000-0002-2671-8649","5","409","18","I100930933","IE","8","False","True"
"A5013048872","Prathit A. Kulkarni","0000-0001-8611-8699","14","1137","67","I1299501804","US","22","False","True"
"A5056213519","Emily K. Makowski","0000-0002-9709-9873","15","724","32","I27837315","US","12","False","True"
"A5060451304","Jaemin Son","0000-0002-8358-7534","13","2932","19","","","11","False","False"
"A5100754886","Kaiming Zhang","0000-0001-9525-9944","22","1952","119","I157773358","CN","32","False","True"
"A5070857760","Abolfazl Mollalo","0000-0001-5092-0698","24","2184","62","I153297377","US","12","False","True"
"A5076277927","Arthur Gwagwa","0000-0001-9287-3025","6","294","15","I193662353","NL","11","False","True"
"A5021519126","Youbin Zheng","0000-0003-3905-8552","48","6375","144","I137506752","CN","34","False","True"
"A5078821760","Zi Wang","0000-0001-8635-8334","27","2627","195","I111599522","CN","27","False","True"
"A5026367973","Jihad S. Obeid","0000-0002-7193-7779","31","3623","147","I153297377","US","34","False","True"
"A5026535521","Pablo Carbonell","0000-0002-0993-5625","40","4570","171","I16097986","ES","37","False","True"
"A5045835605","Hongwu Peng","0000-0003-2025-2195","15","964","77","I140172145","US","10","False","True"
"A5102922412","Jiangchao Yao","0000-0001-6115-5194","23","2305","167","I183067930","CN","36","False","True"
"A5060981149","Uta Wilkens","0000-0002-7485-4186","14","658","78","I904495901","DE","29","False","True"
"A5100614868","Rui Yang","0000-0003-4552-584X","17","844","86","I152031979","CN","81","False","True"
"A5061766903","Catharina Silvia Lisson","","7","240","26","I196349391","DE","9","False","True"
"A2886751028","Moming Duan","0000-0001-5402-6634","0","0","1","","","1","False","False"
"A5080891810","Wei Cai","0000-0001-6590-2388","10","336","38","","","40","False","False"
"A5001043637","Haitham Alsaif","0000-0003-0581-7178","18","1358","109","I4210088963","SA","13","False","True"
"A5110769721","Guo X. Hu","","2","169","2","I53592917","CN","4","False","True"
"A5071078581","Yuxin Qi","0000-0003-4762-2715","4","60","20","I183067930","CN","4","False","True"
"A5030462767","Drishti Beohar","","1","38","1","I91277730","IN","1","False","True"
"A5049885997","Alice Capecchi","0000-0003-3552-1298","14","986","42","I118564535","CH","9","False","True"
"A5058582253","Ahmad Hassanpour","0000-0002-3936-2223","6","229","19","I204778367","NO","7","False","True"
"A2139563917","Maoguo Gong","0000-0002-0415-8556","2","86","11","","","1","True","False"
"A5014327880","Joy Purohit","","4","102","6","","","2","False","False"
"A5089706575","Νικόλαος Παπανδριανός","0000-0001-5416-1991","19","1023","60","","","19","False","False"
"A5035466097","Lucía Gómez Vicente","0000-0003-2769-5028","5","151","22","","","16","False","False"
"A5018980236","Adnan Saood","0000-0003-1152-4531","3","264","8","I201181511","FR","8","False","True"
"A5024389911","Edward D. Kantz","0000-0001-5152-3790","2","109","8","I36258959","US","7","False","True"
"A5010511301","Saleh Aly","0000-0002-1772-4254","18","1342","57","I195631090","SA","20","False","True"
"A5060571110","Chyan-Long Jan","","2","105","2","I185940356","TW","1","False","True"
"A5061758518","Xueliang Wang","0000-0002-9962-327X","4","112","8","","","5","False","False"
"A5017888698","Duaa AlSaeed","0000-0002-8464-7279","11","896","39","I28022161","SA","15","False","True"
"A5113379593","Shaimaa E. Nassar","0009-0008-7591-6810","2","108","7","","","3","False","False"
"A5059623278","M. S.","0009-0004-5734-1268","5","427","29","I4210104323","IN","34","False","True"
"A5031091191","Jesús Arturo Pérez-Díaz","0000-0002-7678-5487","14","1419","64","I98461037","MX","26","False","True"
"A5061847219","Sayeh Sharify","","11","718","27","","","8","False","False"
"A5027644323","Jindong Han","0000-0002-1542-6149","9","233","32","I154099455","CN","14","False","True"
"A5009917853","Marios Mattheakis","0000-0001-6450-1128","15","804","65","","","12","False","False"
"A5090947996","Baozhong Liu","0000-0002-6090-4867","35","4067","185","","","27","False","False"
"A5002656266","Kai Yang","0000-0002-7188-8049","12","744","23","","","9","False","False"
"A5054139148","Hassane Alami","0000-0002-5461-7693","20","1598","65","","","16","False","False"
"A5055290113","Redwane Nesmaoui","0000-0001-7675-3330","2","55","5","","","4","False","False"
"A5010131771","Cristina Trocin","0000-0002-0710-8351","5","345","12","I25169866","PT","10","False","True"
"A5083589591","Hamad Zogan","0000-0002-8146-336X","6","367","15","I114017466","AU","5","False","True"
"A5012158435","B. K. Patle","0000-0001-8038-6238","18","2058","69","I4210131298","GB","14","False","True"
"A5100334042","Can Li","0000-0002-0039-2839","11","1052","27","I116953780","CN","15","False","True"
"A5005018629","Geetanjali Panda","0000-0001-8650-9200","2","125","6","I244572783","IN","6","False","True"
"A5045074831","Linlu Hou","","4","360","4","I205237279","CN","3","False","True"
"A5100721347","Hongda Wang","0000-0003-0110-5624","18","3043","68","","","15","False","False"
"A5035167001","Ching Sing Chai","0000-0002-6298-4813","71","18383","354","I177725633","HK","25","True","True"
"A5061487955","Baichuan Jin","","5","231","9","I162868743","CN","4","False","True"
"A5007933623","Michele Polese","0000-0002-9740-134X","32","7536","186","I12912129","US","10","True","True"
"A5100331301","Nan Zhang","0000-0001-7084-0273","36","6833","445","I111483173","US","34","True","True"
"A5100419870","Yong Zhang","0000-0003-3214-3332","6","249","9","I153374732","CN","22","False","True"
"A5008602344","Xiran Song","0000-0002-6737-8513","4","58","6","I204465549","US","4","False","True"
"A5059147614","Mohamad Alipour","0000-0003-2018-134X","15","892","69","","","22","False","False"
"A5057683946","Oleksandr Melnychenko","0000-0002-7707-7888","11","465","52","","","15","False","False"
"A5108132766","Suganthi ST","","1","102","1","I4210125537","IQ","1","False","True"
"A2115939599","Xiangbo Shu","0000-0002-4725-656X","1","202","2","","","1","False","False"
"A5100765920","Yongxin Liu","0000-0003-4527-8623","30","3712","316","I162714631","US","23","True","True"
"A5067404312","Francisco Pedro","0000-0002-2149-6530","6","209","30","I99682543","PT","29","False","True"
"A5005090755","Reihaneh Torkzadehmahani","0000-0003-0851-2185","8","409","26","","","6","False","False"
"A5081057230","Andrea Bucci","0000-0001-9872-9761","11","492","69","","","50","False","False"
"A5079069251","Bouziane Brik","0000-0002-3267-5702","26","2273","154","I29891158","AE","22","False","True"
"A5072938130","Robert A. Sowah","0000-0003-2117-4870","17","832","67","I138690464","GH","21","False","True"
"A5041045546","Lifeng Zhou","0000-0001-7927-8504","15","1729","70","I72816309","US","27","False","True"
"A5009021792","Hubert Szczepaniuk","0000-0001-7613-4281","7","285","21","","","14","False","False"
"A5078946433","Francesca Grisoni","0000-0001-8552-6615","38","5568","198","I3018483916","NL","14","True","True"
"A5085363107","Guilherme Brandão Martins","0009-0003-4159-1636","5","200","19","I4210149283","PT","21","False","True"
"A5101886784","Xiao Sun","0000-0002-8385-7020","25","1864","106","","","27","False","False"
"A5059788672","Xolani Dastile","0000-0003-4628-9420","4","418","7","I192619145","ZA","15","False","True"
"A5091124551","Thomas Härtung","0000-0003-1359-7689","102","38810","864","I1299907687","US","64","True","True"
"A5032407979","Adil Rasheed","0000-0003-2690-983X","28","4297","251","I173888879","NO","19","True","True"
"A5007817160","Maged Farouk","","3","118","7","","","5","False","False"
"A5025143675","Philippe Goulet Coulombe","","9","367","51","I79576946","US","6","False","True"
"A5103954673","Nur-A-Alam Alam","","1","175","1","I41173762","BD","1","False","True"
"A5100670005","Haihua Chen","0000-0002-7088-9752","20","1590","186","I123534392","US","26","False","True"
"A5087277345","Wannipa Sae-Lim","0000-0002-3834-2052","4","212","8","I131868736","TH","12","False","True"
"A5084206216","Kjell Jorner","0000-0002-4191-6790","22","2296","90","I185261750","CA","14","False","True"
"A5070014684","I.U. Ekanayake","","11","886","23","I111199411","LK","6","False","True"
"A5059256534","Ray Bahado‐Singh","","44","7062","308","I177721651","US","39","False","True"
"A5069201141","Sanne G. M. van Velzen","0000-0003-0682-1013","9","512","22","I4210151833","NL","7","False","True"
"A5082317601","Xuan Guo","0000-0001-6678-4168","3","47","8","I38877650","CN","5","False","True"
"A5055169519","Satoki Shichijo","0000-0002-5750-0976","31","4387","213","I4210151107","JP","62","False","True"
"A5053995495","Marriam Nawaz","0000-0002-2238-4645","24","2551","56","I173207729","PK","36","False","True"
"A5100522545","Kun Xu","","6","115","33","I143593769","CN","16","False","True"
"A5052423780","Tobore Igbe","0000-0002-8216-9576","15","912","44","I51556381","US","10","False","True"
"A5036058193","Agostina J. Larrazabal","","4","653","14","","","7","False","False"
"A5088972909","Maleika Heenaye-Mamode Khan","","12","543","56","","","17","False","False"
"A5020704154","Zhengyang Xiao","0000-0002-2617-2738","9","203","18","I204465549","US","24","False","True"
"A5003200822","Peng Yue","0000-0003-3006-4542","30","3923","256","I37461747","CN","22","True","True"
"A5101777258","Ahsan Ali","0000-0002-8146-2076","11","701","48","I19716509","IN","32","False","True"
"A5057422431","А. В. Бойков","0000-0002-6583-2436","10","415","35","","","35","False","False"
"A5027965204","Hayssam Dahrouj","0000-0002-0737-6372","21","2429","103","I29891158","AE","18","False","True"
"A5044331344","Bader Aldughayfiq","0000-0001-9584-0560","8","439","25","I199702508","SA","12","False","True"
"A5052310373","Sylwia Majchrowska","0000-0001-7576-7167","7","414","40","I4210143795","SE","8","False","True"
"A5101321972","Ahmad Saleh","","2","167","6","","","9","False","False"
"A5058245923","Begüm D. Topçuoğlu","0000-0003-3140-537X","12","637","32","","","12","False","False"
"A5001357374","Alaa Mohammed Banaamah","","1","81","1","I185163786","SA","1","False","True"
"A5048901019","Amon Barros","0000-0002-9748-7788","17","757","104","I4210116846","DE","59","False","True"
"A5026305840","Roberta Avanzato","0000-0002-2160-1863","10","410","41","I39063666","IT","7","False","True"
"A5034789908","Ting Zhong","0000-0002-8163-3146","24","2243","135","I150229711","CN","18","False","True"
"A5061649918","Ellen M. Ditria","0000-0002-5218-090X","11","646","15","I11701301","AU","6","False","True"
"A5039016992","Felipe A. Csaszar","0000-0002-1255-9368","16","1454","83","","","30","False","False"
"A5069470446","Zhongqi Miao","0000-0002-0439-8592","8","1490","29","I1290206253","US","9","False","True"
"A2951886807","Husein Perez","0000-0001-6475-5638","1","48","1","","","1","False","False"
"A5006711069","Mohd Zulfaezal Che Azemin","0000-0001-5496-0822","14","968","128","I4164984","MY","17","False","True"
"A5033658049","Junfeng Gao","0000-0002-5622-8210","21","2040","91","I125839683","CN","41","False","True"
"A5071008430","Colby Wight","","3","259","10","","","5","False","False"
"A5013111055","Ioannis Kousis","0000-0002-4433-1878","15","746","38","","","9","False","False"
"A5003274716","Tim Kreuzer","0000-0002-0813-9555","2","91","6","","","4","False","False"
"A5086927957","Magnus Haraldson Høie","0000-0003-2567-758X","9","769","13","I96673099","DK","4","False","True"
"A5034016431","Syed Atif Ali Shah","0000-0002-4275-9731","9","426","24","","","8","False","False"
"A5046677534","Ali Sezer","","2","192","2","I3017902709","TR","1","False","True"
"A5005877741","Sahil Garg","0000-0003-0229-608X","56","10108","377","I186129607","AE","47","False","True"
"A5056427557","Isibor Kennedy Ihianle","0000-0001-7445-8573","8","270","52","I52590639","GB","26","False","True"
"A5020903138","Lizheng Liu","0000-0002-6554-2041","10","522","47","I19820366","CN","21","False","True"
"A5101842801","Muhammad Waqar","0000-0001-8842-5449","6","308","16","I17120543","PK","12","False","True"
"A5084794908","Song Wang","0000-0001-7880-9676","8","387","28","","","26","False","False"
"A5076152765","Anu Jagannath","0000-0003-4459-5336","15","1068","67","I12912129","US","7","False","True"
"A5065130121","Apurv Garg","","1","82","1","","","1","False","False"
"A5100345861","Yu Li","0000-0002-8828-7020","9","438","28","I20231570","CN","23","False","True"
"A5029814958","Binh Thai Pham","0000-0001-9707-840X","94","26570","333","I4210138918","VN","26","True","True"
"A5067079132","Javad Hassannataj Joloudari","0000-0001-9374-2326","16","1347","71","I4210089766","IR","7","True","True"
"A5042259936","Akila Gurunathan","","3","110","3","I4210119396","IN","3","False","True"
"A5048640865","Amaya Noain Sánchez","0000-0002-2845-3285","6","216","17","","","10","False","False"
"A5100763097","Kwabena Owusu‐Agyemang","0000-0002-6943-2288","6","262","23","I28046988","GH","11","False","True"
"A5095770966","Reema Alsabt","","2","70","2","I134085113","SA","1","False","True"
"A5012536010","Maziar Raissi","0000-0002-8467-4568","28","22995","90","I103635307","US","14","False","True"
"A5101416036","Xiang Ling","0000-0002-7377-7844","10","524","36","I4210101167","CN","13","False","True"
"A5084256278","Rammanohar Das","","1","56","1","I244572783","IN","1","False","True"
"A5039563871","Ahmad Waleed Salehi","0000-0002-5248-9720","12","955","19","I4210133311","IN","5","False","True"
"A5065087132","Shisrut Rawat","","2","74","2","","","3","False","False"
"A5076007811","Bhavana Jamalpur","0000-0001-8454-3384","4","113","32","","","14","False","False"
"A5065289736","Robail Yasrab","0000-0002-1673-1946","12","512","43","I241749","GB","13","False","True"
"A5084945799","Neelu Khare","0000-0001-9516-0637","17","1778","69","","","66","False","False"
"A5072173351","Rivu Midya","","15","6348","33","I24603500","US","10","False","True"
"A5078205498","Emmanuel Ahishakiye","0000-0001-6598-2111","8","368","31","I43480833","UG","9","False","True"
"A5029949770","Fouad Sakr","0000-0002-6905-5814","15","816","183","I1302444339","US","23","False","True"
"A5038925727","Mitra Baratchi","0000-0002-1279-9310","14","695","74","I121797337","NL","15","False","True"
"A5056787014","Carolin Graßmann","0000-0002-8655-5239","12","588","36","I883909435","KH","11","False","True"
"A5101528830","Qi Yuan","0000-0002-7675-2642","14","1005","55","I114539943","CN","24","False","True"
